,file_name,description
20,00a2929e1ed32bd48a1f69f4d1379ea6.jpg,"modern living room with couch, chair, table wood, glass, metal, gray, white, black accents, natural light from windows, potted plants, vase, picture frame, cozy, inviting atmosphere"
21,00b70cad23a6500b9e7a9f0a23f5ad85.jpg,"modern living room with couch, table, chairs wood, glass, fabric, white, black, brown accents, natural light from windows, sunlight, shadows, wood accents, cozy, inviting atmosphere"
22,00bd5a784455a7316803b991003aae2f.jpg,"modern bathroom with mirror glass, metal, orange, white accents, natural, hexagonal tiles, clean, airy atmosphere"
23,00bf8346fdcf3e3936e70748701e36cc.jpg,"modern bathroom with cabinet wood, white accents, natural light, mirror, clean atmosphere"
24,00d5285c094dba30ffe0faa676a5bdd2.jpg,"modern living room with couch, coffee table, chairs wood, glass, fabric, white, brown, black accents, natural light from windows, artwork, vases, books, cozy, inviting atmosphere"
25,00dd0adc3aa0b681ad5e727c231923be.jpg,"modern kitchen with table, chairs wood, metal, black, brown accents, natural, flowers, potted plants, clean, inviting atmosphere"
26,00e876b4b33a047ff4baf8a3f3624882.jpg,"modern bathroom with sink, mirror, toilet wood, glass, metal, white, gray, black accents, natural light from skylight, skylight, mirror, toilet paper holder, clean, bright, minimalist atmosphere"
27,00f48979e57b3b91510e367d314fee58.jpg,"modern bathroom with shower, tub, sink, mirror brick, tile, glass, metal, green, white, black accents, natural light from window, green tiles, brick wall, metal fixtures, clean, modern, inviting atmosphere"
28,010cbeaea1f72203e84fe9f965748947.jpg,"modern office with desk, chair, shelf glass, metal, wood, white, gray, black accents, natural light, pictures, books, clock, clean, airy, minimalist atmosphere"
29,01122597bc681aaf954c442df3f971bd.jpg,"modern living room with couch, coffee table, lamp wood, black, white, green, yellow accents, lamp, pillows, vase, candle, cozy, inviting atmosphere"
30,011fac7d0ef294b5b28fd36a520a47f0.jpg,"modern bathroom with toilet, sink, mirror glass, wood, white, blue accents, natural light from window, potted plant, vase, towel rack, clean, bright, inviting atmosphere"
31,01339e3b92f032eadf64c04a6564c14d.jpg,"modern bathroom with shelves glass, wood, metal, white, black, green accents, natural, plants, shower, clean, airy, minimalist atmosphere"
32,01414a6a040e7fe5cfc52b3bc82bdcae.jpg,"modern bedroom with bed, chair, ottoman, lamp wood, glass, fabric, white, gray, brown accents, natural light from windows, pillows, artwork, lamp, cozy, inviting atmosphere"
33,014d4bffe776fee96edf37618965c4a8.jpg,"modern kitchen with table, chairs wood, metal, white, brown accents, natural, potted plants, fan, clean, inviting atmosphere"
34,015294125e4213b6787e80b1d3bf4389.jpg,"modern bathroom with cabinet wood, white accents, natural light from window, potted plant, vase, towel rack, mirror, clean, inviting atmosphere"
35,01532cc4070cd895a218aa6b20051686.jpg,"modern bathroom with shower curtain tile, glass, metal, black, white, gray accents, natural light from skylight, shower curtain, gold showerheads, clean, minimalist, luxurious atmosphere"
36,01541fef544023d7a2f65cc506818d2b.jpg,"modern living room with couch, coffee table, chairs wood, glass, fabric, black, white, gray accents, natural light from windows, artwork on the wall, clean, minimalist, inviting atmosphere"
37,016d3016991d5af06823e8fe642f3968.jpg,"modern living room with couch, chairs, coffee table, potted plant glass, wood, fabric, white, gray, black accents, natural light from windows, potted plant, vases, wine bottles, clean, modern, inviting atmosphere"
38,016e32a95af54c6299683f5e22af9b35.jpg,"modern bathroom with shelves, sink, mirror, towel rack glass, wood, tile, metal, white, brown, black, gray accents, natural light from windows, clock, towels, soap, shampoo, clean, bright, inviting atmosphere"
39,01714f5b9f9f8cef36b94b5d285b6ae5.jpg,"modern living room with chair, couch, table leather, wood, glass, black, white, brown accents, natural light from windows, pillows, rug, hammock, cozy, inviting atmosphere"
40,018db1e9abd4a1a0f58ae4051abe762d.jpg,"rustic living room with couch, coffee table, chairs wood, brown, red, white accents, natural light from windows, christmas tree, pillows, rugs, cozy, inviting atmosphere"
41,019b7b8ff5e7c7e2bf870242de1869b2.jpg,"modern living room with couch, chairs, table wood, metal, fabric, blue, orange, white accents, natural light from windows, artwork, vases, potted plants, bright, inviting atmosphere"
42,01adc381e3fb36de220ade342cd7373d.jpg,"modern bathroom with shower curtain tile, glass, metal, black, white accents, natural light from window, shower curtain, glass shower door, clean, minimalist atmosphere"
43,01b52ad505d3d58fbe40117852b6a7f4.jpg,"modern bathroom with shower curtain wood, pink accents, natural light, shower curtain, cozy atmosphere"
44,01b694ea52f544d4aadae2969e733061.jpg,"modern bathroom with shower curtain glass, metal, wood, white accents, natural light, towel, soap, shampoo, clean, inviting atmosphere"
45,01daa255c8d3530cf0ef71a1d43cfbb0.jpg,"modern bathroom with shower, sink, toilet glass, tile, wood, white, beige, brown accents, natural light from skylight, shower curtain, toiletries, towels, clean, bright, inviting atmosphere"
46,01e1f98bbe9ffd042b637ca0e1435e49.jpg,"modern bathroom with shower, toilet, sink glass, marble, metal, white, black, gray accents, natural light from window, shower curtain, towel rack, soap dispenser, toilet paper holder, clean, modern, minimalist atmosphere"
47,01e7290d549f0d6fb458df542daa61ad.jpg,"modern bathroom with shower, toilet, sink glass, wood, metal, white, black, red accents, natural light from skylights, plants, potted plants, vases, flowers, clean, airy, inviting atmosphere"
48,01f5a74c4efbd29204572e15faa3af4b.jpg,"modern living room with couch, coffee table, lamp, fireplace wood, glass, fabric, white, brown, black, gray accents, natural light from windows, pillows, rugs, books, fireplace, cozy, inviting atmosphere"
49,02005873a44be857371e1536e64c9b92.jpg,"modern living room with couch, table, lamp, bookshelf wood, metal, fabric, glass, white, gray, black, brown accents, lamp, potted plant, books, vase, artwork, cozy, inviting atmosphere"
50,020fb8f7d367de0c66dd89f2c7df068e.jpg,"modern living room with couch, chairs, table, tv wood, brown accents, natural light from windows, potted plants, vases, and rug, cozy and inviting atmosphere"
51,02103704b412357f2ed99e05f8c18bb9.jpg,"rustic kitchen with table, cabinets, shelves wood, brown accents, natural light from windows, picture on wall, vase on table, cozy atmosphere"
52,02173908b306c519eafdce5648ceec40.jpg,"modern living room with couch, chairs, table glass, metal, fabric, white, pink, green accents, natural light from windows, potted plants, vases, and lamp, bright, inviting, and comfortable atmosphere"
53,021c1008b618a13b107ee417de0dba45.jpg,"modern living room with couch, chair, coffee table wood, metal, fabric, white, gray, black accents, natural light from windows, plant, vase, rug, pillow, clean, inviting, modern atmosphere"
54,022bcd9e83fc1bf1444ad5c2f9f18d7e.jpg,"modern living room with couch, chair, table, tv wood, glass, metal, white, brown, green accents, natural light from windows, potted plants, vases, books, bowls, cozy, inviting atmosphere"
55,023c2b4102ac98b4bf72ea1a7e220656.jpg,"modern living room with couch, chairs, dining table wood, metal, glass, fabric, white, brown, black accents, natural light from windows, pillows, vases, books, rugs, cozy, inviting atmosphere"
56,023d96e701ef6c33d984fe2f8932e325.jpg,"modern kitchen with table, chairs wood, white, brown accents, natural, flowers, lamp, inviting, clean atmosphere"
57,0245b078f33a7dfb855da4e01bc650ef.jpg,"modern living room with couch, chairs, dining table, potted plants wood, metal, fabric, glass, white, red, orange, black accents, natural light from windows, books, vases, potted plants, bright, inviting, cozy atmosphere"
58,024e5761bc85a784351852037ab54da0.jpg,"modern living room with couch, chairs, coffee table wood, metal, fabric, white, orange, black accents, natural light from windows, artwork, potted plants, vases, bright, inviting atmosphere"
59,02614f9e22cb79d323a7b5677b6b6b23.jpg,"modern living room with couch, chairs, coffee table, dining table wood, glass, fabric, white, gray, blue accents, natural light from windows, potted plants, vases, artwork, bright, inviting, comfortable atmosphere"
60,026157b88376c713932b737acb571c8d.jpg,"modern bathroom with cabinet wood, orange accents, natural, mirror, rug, towel, clean, airy atmosphere"
61,027359fa256d14d6cadcaf694ee2ce44.jpg,"modern living room with couch, chair, table, tv wood, metal, glass, white, black, brown accents, natural light from windows, artwork, vases, bottles, clean, inviting, modern atmosphere"
62,0281e4d8282613dffb76265518a2ebfd.jpg,"modern stairwell with stairs concrete, gray accents, natural light, stairs, minimalist atmosphere"
63,02a737104559fa5cce20a0180c788bba.jpg,"modern bathroom with sink, mirror, vase marble, glass, metal, white, black, gold accents, natural light from window, vase with flowers, mirrors, clean, inviting atmosphere"
64,02ad0213a9f3bb7ab42bd4b737b354f9.jpg,"modern bathroom with sink, mirror, towel rack wood, white accents, natural light from window, towel, soap, shampoo, clean, inviting atmosphere"
65,02b2c5632ad2d4e9eb7b0ae2edd693cf.jpg,"traditional bedroom with dresser, mirror, table wood, blue, brown, white accents, natural light from skylight, mirror, dresser, table, skylight, cozy, inviting atmosphere"
66,02bcb3e321a62012f32b1ad064cf800b.jpg,"modern living room with couch, table, chairs wood, glass, fabric, yellow, blue, green, white accents, natural light from windows, lamp, vase, books, pillows, bright, inviting, comfortable atmosphere"
67,02c0873433c350adaa8d2370bd4c541c.jpg,"modern living room with couch, chairs, coffee table, ottoman wood, fabric, glass, white, gray, black accents, natural light from windows, artwork, pillows, rugs, vases, cozy, inviting atmosphere"
68,02c6221fd5ffbba0770319e885c6eb94.jpg,"modern kitchen with cabinets, countertops, stove, sink, refrigerator, microwave, oven, dishwasher, potted plants wood, metal, glass, tile, green, black, white, red accents, recessed lighting, potted plants, kitchen utensils, fruits, vegetables, and decorative items, modern, clean, and inviting atmosphere"
69,02cec0be63f8684fcbaedf5cdfa8a4a0.jpg,"modern bathroom with sink, mirror, cabinet wood, metal, glass, white, pink, brown accents, natural light, mirror, sink, cabinet, clean, inviting atmosphere"
70,02db291f89d3b943a747cfeab0393ec9.jpg,"modern kitchen with chair glass, metal, white accents, natural, vase, clean, airy atmosphere"
71,02e0e2f196b2b9eb3bea8b3b6fc2ea4a.jpg,"modern kitchen with cabinets, sink, refrigerator, and vase wood and metal, black and white accents, recessed lighting, vase with feathers, clean and modern atmosphere"
72,02e8aaa6623cac0df186c91879c7b7fc.jpg,"modern bathroom with shower, sink, toilet tile, glass, metal, white, gray, black accents, natural light from window, tile walls, white fixtures, glass shower door, clean, minimalist, bright atmosphere"
73,02f27c1ced8a5308c4bc5ccdc6e41988.jpg,"modern bedroom with bed, nightstand, dresser glass, metal, wood, white, black, gray accents, natural light from window, bicycle, vase, clock, mirror, clean, minimalist, inviting atmosphere"
74,02f60f816a6d2d4311e18d25c6d86827.jpg,"modern living room with couch, chair, table, ottoman wood, metal, fabric, white, yellow, brown accents, natural light from windows, potted plant, vase, rug, artwork, bright, inviting, comfortable atmosphere"
75,0308877bbab5a367c483302f7abaacf4.jpg,"modern living room with couch, coffee table, chairs wood, metal, fabric, gray, white, black accents, natural light from windows, potted plants, vases, books, bowls, cozy, inviting atmosphere"
76,031279edae99b33e203ce3810d1d3cc4.jpg,"modern living room with couch, chairs, dining table, bar stools wood, metal, glass, fabric, white, gray, black accents, recessed lighting, potted plants, vases, artwork, clean, modern, inviting atmosphere"
77,0325bfbe0ef888473eb976b45c41dcba.jpg,"modern living room with couch, chairs, table wood, metal, fabric, black, white, gray accents, natural light from windows, books, vase, potted plant, clean, inviting, modern atmosphere"
78,032f998068a1c7017d03cd342899f4a4.jpg,"modern kitchen with table, chairs wood, white accents, recessed lighting, potted plants, vases, and bowl, clean and inviting atmosphere"
79,033187e6edb99938b4b5809af7ac8ceb.jpg,"modern living room with couch, chair, coffee table, television wood, glass, fabric, white, brown, black, red accents, natural light from windows, potted plants, vases, books, remote controls, cozy, inviting atmosphere"
80,0331e4cff1390dde9ac3cbd39f611450.jpg,"modern living room with couch, coffee table, chair, ottoman wood, fabric, glass, brown, white, black, gray accents, natural light from windows, pillows, vase, books, remote, cozy, inviting atmosphere"
81,0333188c42deded8b928d0cfd8e3f38d.jpg,"modern bedroom with bed, nightstand, dresser wood, metal, glass, white, gray, black accents, natural light from window, pillows, blankets, artwork, cozy, inviting atmosphere"
82,033fd63f16c06b7bb11830e786a6557d.jpg,"modern bathroom with shower, sink, mirror tile, glass, metal, black, white, gray accents, natural light from window, flower arrangement, potted plant, clean, inviting atmosphere"
83,03477f9b65228b12388e360647289816.jpg,"modern bathroom with sink, toilet, mirror wood, metal, glass, white, gray accents, natural light, bottle of wine, toothbrush holder, clean, inviting atmosphere"
84,0380b2aeaa5707e69b9817d06419a97a.jpg,"modern kitchen with table, chairs, countertops wood, glass, metal, black, white, gray accents, natural light from windows, potted plants, vases, bottles, bowls, clean, bright, inviting atmosphere"
85,038d0fcc3fad65f0c2099798dfe56cef.jpg,"modern bathroom with bathtub, sink, mirror glass, stone, wood, white, black, green accents, natural light from windows, plants, potted plants, vases, and mirror, clean, airy, and inviting atmosphere"
86,03918b0e1abcdd87fb9fdbcdb2093328.jpg,"modern kitchen with chairs, table, stove, microwave, oven wood, metal, glass, brick, white, black, brown accents, natural and artificial, potted plants, vases, bowls, bottles, clean, inviting, modern atmosphere"
87,03b81c4e9bdf41543d51548b2b9cdeb1.jpg,"modern bathroom with sink marble, black and white accents, light above sink, marble countertop, clean and luxurious atmosphere"
88,03c0cf4facf46a608663af9fd3a7a222.jpg,"modern living room with couch, coffee table, bookshelf, chair wood, fabric, glass, white, gray, black accents, natural light from skylight, potted plant, vase, books, decorative pillows, cozy, inviting atmosphere"
89,03d30ae3d5bd6e3b53e4eb540f4efaeb.jpg,"modern bathroom with shelves glass, metal, wood, white, black, gray accents, natural light from the window, mirror, shelf, towel rack, toilet, clean, bright, minimalist atmosphere"
90,03d9ae318328399c975feae9c30f330e.jpg,"modern living room with couch, table, chairs wood, black, white, gray accents, natural light from windows, fireplace, wood accents, stone table, cozy, inviting atmosphere"
91,03dc057d2b29ce3e5b71a94dff92d985.jpg,"modern kitchen with table, chairs, couch wood, metal, glass, white, black, brown accents, recessed lighting, potted plant, vase, clean, airy, minimalist atmosphere"
92,03e95fb2b31d9a53ea3c06f30424c50e.jpg,"modern living room with couch, chair, coffee table wood, glass, fabric, blue, white, brown accents, natural light from windows, books, vase, potted plant, dog, cozy, inviting atmosphere"
93,03e9d718c91a0fe4e188ff658815235d.jpg,"modern bathroom with sink, mirror, potted plant glass, tile, metal, white, gray, black accents, natural light from windows, potted plant, bottles, toothbrushes, clean, minimalist, inviting atmosphere"
94,03ea98d2fdb5c3f73a794ebc08895b75.jpg,"modern kitchen with stool, cabinets, countertop tile, metal, glass, white, gray, black accents, natural light from windows, potted plant, mirror, clean, airy, minimalist atmosphere"
95,03ef4cd801f66573424d9bd15ee48ea7.jpg,"modern living room with couches, chairs, table concrete, glass, metal, fabric, white, gray, black accents, natural light from windows, plants, vases, potted plants, clean, minimalist, inviting atmosphere"
96,04007c1e42e86097d5889d6812437902.jpg,"modern living room with couch, coffee table, chairs glass, metal, fabric, white, gray, black accents, natural light from windows, potted plants, vases, books, decorative bowls, clean, bright, inviting atmosphere"
97,040a10425bb5ff3ce872ecdd626e6ae9.jpg,"modern kitchen with cabinets, chairs, table wood, metal, glass, green, white, black accents, recessed lighting, potted plants, vases, bowls, clean, inviting, modern atmosphere"
98,040c5efd3e8788fbfa7ce926a8d73f73.jpg,"modern bedroom with bed, couch, chair, table glass, metal, fabric, white, beige, brown accents, natural light from windows, potted plants, vases, books, artwork, cozy, inviting atmosphere"
99,041e3951264101c40e3ada9b1da60cef.jpg,"modern bathroom with toilet stone, brick, glass, white, brown, green accents, natural, plants, bricks, tiles, clean, airy, minimalist atmosphere"
100,042771d5a3d38d5f6bef2a481e1d0859.jpg,"modern living room with couch, coffee table, chairs wood, glass, fabric, black, white, brown accents, recessed lighting, potted plants, vases, decorative bowls, clean, inviting, modern atmosphere"
101,043e2939fbff31bdb3cfe12b3fc17d01.jpg,"modern living room with couch, chair, table wood, fabric, blue, white accents, lamp, pillows, books, vase, cozy, inviting atmosphere"
102,04427b93c0d86474fd1e873a281e269b.jpg,"modern living room with couch, chairs, coffee table, potted plants glass, wood, fabric, metal, white, gray, brown accents, natural light from windows, potted plants, vases, books, decorative pillows, bright, inviting, comfortable atmosphere"
103,044827f45bada85a8e69983c2e78cb8d.jpg,"modern living room with couch, coffee table, bookshelf, television wood, fabric, glass, black, red, blue, white accents, lamp, pillows, artwork, books, television, cozy, inviting atmosphere"
104,045b5d7cee55da30c7cc3ddc973bdf78.jpg,"modern bathroom with towel rack glass, tile, metal, blue, white, black accents, lights above mirror, plants, bottles, towels, clean, inviting atmosphere"
105,045c3743e77c3bd12c3f807b40a5457a.jpg,"modern living room with couch, coffee table, chairs wood, glass, fabric, brown, white, black, gray accents, natural light from windows, potted plants, vases, books, bowls, cozy, inviting atmosphere"
106,046418652ebc40fec74bcc2b41b752b2.jpg,"modern bathroom with toilet glass, wood, white accents, natural, tree outside window, clean, airy atmosphere"
107,04709a6160e653059100496ae1486daa.jpg,"modern living room with couch, chairs, coffee table, ottoman wood, metal, fabric, glass, gray, white, brown accents, natural light from windows, lamp, vase, clock, rug, cozy, inviting atmosphere"
108,049df42a7b7a22b3182b5adcf3ebe65a.jpg,"modern bathroom with shower caddy glass, metal, wood, white accents, natural light, shower caddy, mirror, clean, inviting atmosphere"
109,04a07af87c940f0d185b1c21605eeaca.jpg,"modern living room with couch, coffee table, chairs wood, fabric, glass, white, gray, blue accents, lamp, potted plants, books, vases, cozy, inviting atmosphere"
110,04a3565e57ee05f274658947855bef45.jpg,"modern living room with couch, table, chairs wood, brown accents, natural light from windows, cat sitting on the floor, cozy atmosphere"
111,04a7c88699797cc91c63d07ad82f8795.jpg,"modern kitchen with cabinets wood, white accents, natural light from windows, wooden beams, white countertops, stainless steel sink, clean, bright, inviting atmosphere"
112,04cb4a6fe937028aa07d7bcf60ce9d2e.jpg,"modern living room with couch, lamp, table metal, fabric, glass, blue, white, orange accents, lamp, pillows, artwork, cozy, inviting atmosphere"
113,04cc37803ce348880d6ff65399aa2eb3.jpg,"modern living room with couch, coffee table, chairs, vase, potted plant, books, and lamp wood and glass, white and gray accents, natural light from windows, vase, potted plant, books, and lamp, cozy and inviting atmosphere"
114,04ce857078fa6352213e1f09e73e0d8a.jpg,"modern living room with couch, chair, coffee table, tv stand wood, glass, metal, fabric, white, brown, black, green accents, lights on ceiling, potted plants, vases, artwork, books, clean, inviting, modern atmosphere"
115,04d1bda44bc43d6b4495cd7e8e9c00f1.jpg,"modern living room with couch, chair, table, fireplace glass, metal, wood, blue, white, yellow accents, natural light from windows, yellow balls, blue couch, white chair, wood table, bright, inviting, modern atmosphere"
116,04e7fe5d95a50a9586406059e68745e8.jpg,"modern living room with couch, chair, tv, coffee table wood, fabric, glass, white, brown accents, recessed lighting, pillows, artwork, plants, cozy, inviting atmosphere"
117,04eadb68dd16a797cf8e792dbcfd3e4c.jpg,"modern living room with couch, tv stand, coffee table wood, glass, fabric, white, black, brown accents, natural light from windows, fireplace, vase, books, remote, cozy, inviting atmosphere"
118,04f4e19347be8bab0cb18520e9cf20e5.jpg,"modern bathroom with shelf metal, glass, wood, white, brown, red accents, natural light, flowers, mirrors, clean, airy, inviting atmosphere"
119,04fa08043628553cd61d0c550ccb0e0a.jpg,"modern bathroom with sink marble, black and white accents, lights above sink, vase, clean and minimalist atmosphere"
120,0505cbbca373e6a0a40ee07df38d6045.jpg,"modern living room with couch, chair, table leather, glass, metal, brown, black, white accents, natural light from windows, potted plant, vase, books, cozy, inviting atmosphere"
121,0505e4890962d7e9fdce2ba966e25067.jpg,"modern kitchen with table, chairs, couch wood, glass, metal, white, brown, black accents, natural light, potted plant, vase, flowers, clean, inviting atmosphere"
122,0516267b9519925ab373eea0ed9674f8.jpg,"modern kitchen with cabinets, stove, sink, potted plants wood, metal, glass, fabric, white, black, brown accents, natural light from windows, potted plants, vases, bottles, bowls, clean, inviting, modern atmosphere"
123,052ce676e3f7b1aa39e101d3c12d38d1.jpg,"modern living room with couch, coffee table, bookshelf, potted plant wood, metal, fabric, glass, white, gray, brown accents, natural light from windows, artwork on the wall, clean, inviting, modern atmosphere"
124,053e4eff4bae00c7f77f5970e318627b.jpg,"modern kitchen with table, chairs, sink, cabinets wood, glass, metal, white, gray, blue accents, natural light, potted plants, floor mats, clean, airy, inviting atmosphere"
125,05420a5d21049ce08a6793eaee660139.jpg,"modern living room with couch, chair, ottoman, bookshelf leather, wood, glass, metal, brown, black, white, green accents, natural light from windows, potted plants, books, vases, clocks, cozy, inviting, comfortable atmosphere"
126,055009ed9bfa83e831bcf2dc15141eea.jpg,"modern bathroom with shower curtain concrete, metal, glass, white accents, recessed lighting, shower curtain, towel rack, clean, minimalist atmosphere"
127,055613da62fc1aeb9565192adf445930.jpg,"modern living room with couch, chair, coffee table, potted plant wood, glass, fabric, brown, green, white accents, natural light from windows, books, vase, potted plant, couch, cozy, inviting atmosphere"
128,05653825070408add0f77f9dc100eca9.jpg,"modern living room with couch, coffee table, chairs wood, fabric, yellow, blue, white, black accents, natural light from windows, potted plants, vases, books, rugs, cozy, inviting atmosphere"
129,056b9028c7ba70a1d39ebe98d9b8ffda.jpg,"modern kitchen with table, chairs, couch metal, wood, white, silver accents, natural light from windows, potted plant, vase, lamp, clean, airy, minimalist atmosphere"
130,0584bd3bfd283cb3755812aa53d9a373.jpg,"modern kitchen with cabinets, stairs, countertops wood, metal, glass, white, gray, brown accents, recessed lighting, stairs, countertops, cabinets, clean, inviting atmosphere"
131,05ab6fe197830fdca96b8524da31d053.jpg,"modern bathroom with sink, mirror, door wood, white accents, lights above sink, plant, vase, potted plant, clean, inviting atmosphere"
132,05ad8eab7eae79f730c567f8ea61a40b.jpg,"modern bathroom with toilet, sink, shelves glass, wood, metal, white, green, brown accents, natural light from skylights, plants, vases, flowers, clean, airy, inviting atmosphere"
133,05bc60b447eaa5717847b362eb81cffa.jpg,"modern living room with couch, table, chairs wood, metal, glass, white, black, gray accents, natural light from windows, hanging lamps, potted plants, vases, books, cozy, inviting atmosphere"
134,05bd9cb1f371d171fcb4aa103989a16a.jpg,"modern living room with couch, coffee table, chairs wood, glass, fabric, white, gray, black accents, natural light from windows, potted plants, vases, artwork, clean, inviting, modern atmosphere"
135,05c2928533b503641ad7a5c78c6f9c86.jpg,"modern living room with couch, chairs, table glass, wood, metal, white, gray, black accents, natural light from windows, potted plants, vases, artwork, clean, bright, inviting atmosphere"
136,05d710830bcaa8ef8dd16bdb7d1546cb.jpg,"modern living room with couch, coffee table, ottoman, lamp wood, glass, fabric, white, brown, black accents, natural light from windows, pillows, vase, books, potted plant, cozy, inviting atmosphere"
137,05d83c5d390d2a9a37f45364471f8d6a.jpg,"traditional bathroom with dresser, mirror, sink, bathtub wood, glass, metal, fabric, white, brown, red accents, natural light from window, towels, mirror, sink, bathtub, cozy, inviting atmosphere"
138,05e083ee895c36902a25ab152e5efb54.jpg,"modern bathroom with shower curtain, towel rack, sink, mirror glass, tile, metal, wood, blue, white, gray accents, natural light from window, flower arrangement, potted plant, vase, towels, clean, bright, inviting atmosphere"
139,05ea9144d53ef3a5e69026ea24160b79.jpg,"modern living room with couch, chair, coffee table, tv stand glass, wood, fabric, white, black, gray accents, recessed lighting, potted plant, vase, artwork, clean, modern, inviting atmosphere"
140,05f97cf36a4e4ca147fbf52b858a11d6.jpg,"modern bathroom with sink tile, glass, metal, white, gray, black accents, natural light, tile, glass, metal, clean, minimalist atmosphere"
141,0603f532531eafb14849a40956cfbb0d.jpg,"modern bathroom with cabinet wood, white accents, natural light, mirror, clean atmosphere"
142,060af82480f8f41db506cacfc2af757b.jpg,"modern bathroom with cabinet wood, white and brown accents, natural light from window, potted plants, vase, and towels, cozy and inviting atmosphere"
143,06146b8beda8bc9bfcd0f5517a915545.jpg,"modern living room with couch, coffee table, chairs wood, glass, fabric, white, gray, brown accents, natural light from windows, potted plants, vases, decorative pillows, cozy, inviting atmosphere"
144,061981e889141867871c2e408b1490d3.jpg,"modern bathroom with shelf glass, wood, white, black accents, natural, potted plant, bottles, clean, minimalist atmosphere"
145,062922dfcd3af216bb4b72da21c9bab0.jpg,"modern bathroom with shower curtain tile, glass, yellow, black accents, natural, shower curtain, clean, airy atmosphere"
146,062b850c721ebbdf4ed2d4da71f369d2.jpg,"modern living room with couch, coffee table, tv stand wood, glass, fabric, white, black, gray accents, recessed lighting, artwork, rug, fireplace, clean, modern, inviting atmosphere"
147,064892b10d62c20fed306308231e504b.jpg,"modern bathroom with shower curtain tile, glass, metal, white accents, natural light from window, plant, towel, clean, inviting atmosphere"
